Distribution; Statistics; p-value; Parameters
johnsonsb;0.005600108742251864;0.9124113374733871;(-12.447010584028618, 13.439716204033132, -80.50298516711868, 302.16800037784674)
johnsonsu;0.005138581842231149;0.9543828999278354;(4.599207417078506, 11.466511954313134, 155.80282611922397, 48.21610798313902)
kstwobign;0.10423900378142908;8.358950058313297e-95;(114.63691779366592, 24.646188766950825)
laplace;0.04728779974579567;7.55439070435187e-20;(135.9169531270564, 3.6399118454075725)
loggamma;0.005161085175926339;0.9526972865425172;(102.96134785103499, -78.11764343251335, 46.22164268768219)
logistic;0.019653957165068237;0.000882798604408094;(135.90756118073472, 2.607729920812275)
loglaplace;0.04583946168439412;1.1213730861001383e-18;(37.375171687562286, -0.3580307851508967, 136.27499279288256)
lognorm;0.01223235172045084;0.10030020135277015;(0.006544122805230559, -561.9509739300579, 697.7913210266488)
mielke;0.018816440716166616;0.0016815796751397114;(46.934144227828696, 55.901841039740106, -0.8190096328039889, 137.37363781536686)
moyal;0.11029269611140458;4.382374616990876e-106;(132.59191631516765, 3.3309461508815943)
ncf;0.14874366612660972;1.3443636517618373e-192;(55.0720769755542, 1277.9983202656379, 10058.740645374695, -54.435703454629746, 1.0343826926168136)
nct;0.11157168438141674;1.503088678137851e-108;(339.3969402856254, 30.13354133174026, -1.7030127772782864, 4.561063478563099)
norm;0.010407457653087315;0.22885595346212825;(135.86497082256955, 4.5663287787013465)
norminvgauss;0.07438654352292107;1.7333821474715516e-48;(10802.06660545068, 10779.255277123757, -24.05931108510447, 10.412878225751076)
powerlognorm;0.27360417929490966;0.0;(0.035945840880752256, 0.19878171390679533, 116.88137453441908, 5.8363153760815045)
powernorm;0.00508254354830695;0.9584186577973903;(1.657882524881423, 138.09107326250364, 5.266312035898764)
skewnorm;0.005065886775278194;0.9595738625778254;(-0.8744740260633026, 138.6834460650395, 5.366106902036732)
t;0.010382787567236929;0.23120473521508025;(5858.877375102686, 135.8650520507091, 4.565527999565271)
triang;0.14498877907847318;5.1105039777959175e-183;(0.49735839027284656, 117.26119279773496, 37.44236834007727)
tukeylambda;0.013803092575055076;0.04427341210636882;(0.17778132044334466, 135.941033331384, 3.3346881429540445)
vonmises_line;0.009811159149720639;0.29079495997370325;(28.82360420848337, 135.86765524961794, 24.297376411766436)
weibull_max;0.812110607309429;0.0;(0.3066400424975985, 154.69827954941607, 1.463863489381897)
