Distribution; Statistics; p-value; Parameters
invgamma;0.007712833084776993;0.591487850508539;(1232.8920757193969, -82.99977877855929, 249488.8876390693)
invgauss;0.14140312872891034;4.246338469567939e-174;(0.09831636790679299, 89.2366760516162, 308.141842335157)
invweibull;0.06261860199286973;1.7493670407840467e-34;(20.551880362206624, -0.36627892303190834, 116.89910199729295)
johnsonsb;0.0060415029392552055;0.8587400013839607;(1.6449111922824122, 5.282865767898348, 66.21690695559444, 125.9106209935193)
johnsonsu;0.007105284077266405;0.6936445833815852;(-16.51827789099832, 22.13952309521318, 38.71609474098018, 98.78345205563386)
kstwobign;0.08577359857014982;2.500245429147629e-64;(94.75719249351371, 28.651497161181688)
laplace;0.04716421159866829;9.540939168609917e-20;(119.46405069770714, 4.623846236153809)
loggamma;0.013324024641436338;0.05741388354072901;(1001.5225589125541, -1142.2839812590496, 182.63908629764433)
logistic;0.0197887844883326;0.0007937256780798402;(119.48628161884399, 3.307882952132748)
loglaplace;0.04837243370818395;9.483820831659544e-21;(25.91684130512205, -0.40181575669942915, 119.86592867595667)
lognorm;0.0069779169684881515;0.71490823151149;(0.02945845594854882, -76.30120681277388, 195.7493844381923)
mielke;0.019665947275154694;0.0008745138166832888;(37.453517589448914, 35.63472663399804, -0.4799980304608503, 119.64744043649948)
moyal;0.08755264488706604;5.243744680290648e-67;(115.49881531547602, 3.9327004158832137)
ncf;0.058168519065059376;8.15937657502419e-30;(1.0439603957386694, 2730.8874824242685, 19444.986951554667, -114.25386685125474, 0.012545572965036705)
nct;0.0297241491013166;4.2347620016455376e-08;(282.08933099195497, 30.460382560871444, -1.6021794324395673, 3.967668958986236)
norm;0.011877384408083447;0.11901462372708915;(119.53310884611949, 5.770085154036633)
norminvgauss;0.007958493379898512;0.5509101984005367;(2060.716559893458, 1998.0901380451442, -6.197558427885877, 31.725186129118566)
powerlognorm;0.0062959706947333105;0.8228409006258253;(0.7724935338929197, 0.012316820390987955, -313.38969603533855, 431.58866096711716)
powernorm;0.006036849231517705;0.8593661755747052;(0.6319346112957873, 117.29578650934079, 4.999812943046635)
skewnorm;0.007495200609375197;0.6279750526498153;(0.8096171580312316, 116.18284559278027, 6.672185409423019)
t;0.012180250956192573;0.10288336831403755;(20902.059833006722, 119.5371896230696, 5.768361568089883)
triang;0.15100866209006747;1.703483153522022e-198;(0.43706470664090613, 98.73778014326273, 45.2064788904417)
tukeylambda;0.012269561365390147;0.09848854730109372;(0.14079291067614857, 119.53695398369581, 3.9808422628728675)
vonmises_line;0.011761141702239075;0.1257335137248381;(155.0606244213934, 119.52973006922906, 71.73171581536135)
weibull_max;0.014752647028697885;0.02574108723613867;(4.799894931153062, 144.34809073356735, 27.064125756323282)
