Distribution; Statistics; p-value; Parameters
genextreme;0.05862932492619444;2.7808180426305426e-30;(0.16644540479115755, 78.66559272298682, 11.21298496908529)
genlogistic;0.019201531632409674;0.0012547371628861311;(0.8954477207106892, 83.56506436888716, 5.855209597728466)
gennorm;0.014948385434950029;0.02291556589634404;(2.0067581562418497, 82.39357298386562, 15.102528116962446)
gumbel_l;0.053909958961530724;1.141223577863919e-25;(87.65582869318791, 10.243409499092284)
gumbel_r;0.07484455387368061;4.417932587421658e-49;(76.99864454963036, 11.042948191644975)
hypsecant;0.027410146683637726;5.959103242849858e-07;(82.61177140973997, 7.299268443597497)
invgamma;0.024934918642657178;7.953836446920789e-06;(379.9634025978386, -127.00829109452587, 79394.18516561858)
invgauss;0.0693985359305892;2.940516658586529e-42;(0.04407635070986182, 25.721648970033684, 1279.7200616107557)
invweibull;0.12066596592480605;6.793371378471614e-127;(6.366445855814332, -0.23250215599961374, 76.4177226333515)
johnsonsb;0.004845804365605666;0.9729601528973447;(-5.427398156667143, 7.0672731861785305, -155.61186200452403, 348.8347892721505)
johnsonsu;0.004367153525441203;0.9910957418788148;(14.035985090533444, 14.481473714170296, 197.86454576399882, 102.09276045371766)
kstwobign;0.1087736764123339;3.4047045073189147e-103;(31.21320385288051, 59.56738942509226)
laplace;0.0461817868859285;5.972198681135747e-19;(82.71049697781064, 8.501336148085652)
loggamma;0.00454770295724094;0.9858537605102394;(41.761882081364625, -172.35755143611135, 68.4826880584117)
logistic;0.01928606051232462;0.0011756954650357406;(82.54944068915839, 6.097578758617291)
loglaplace;0.049353036080630686;1.3951343598140811e-21;(9.568168274122392, -0.193982182362211, 82.9078198132512)
lognorm;0.016079784235308092;0.011355623177961054;(0.010327532394904707, -948.7876899781863, 1031.1492390110773)
mielke;0.02083949214123243;0.0003379740388610177;(9.566803085295366, 17.740562327948787, -1.0054904111443266, 88.56658401610866)
moyal;0.11809046742787055;1.489996075677431e-121;(74.7242660818896, 7.9101189240459755)
ncf;0.492473543354722;0.0;(0.0343516266894404, 8.300925893722436, 10.028736583730264, 0.03121610978151003, 0.37673683142282016)
nct;0.019389643714802007;0.0010851701463855373;(339.8331763561188, 8.28623151623109, -2.166702424930321, 10.18287908789851)
norm;0.01483719784073495;0.024484783167463088;(82.39555436486495, 10.660505990604035)
norminvgauss;0.0214358960799913;0.00020411936055094172;(304.93170402918645, 153.3874364148204, -5.4618237852039115, 150.9404012119998)
powerlognorm;0.014337183395489173;0.032779440423496904;(1.6297866709514437, 0.04801213495270551, -175.98778043421916, 263.6291376464792)
powernorm;0.004900214298591998;0.9699707662211305;(2.202224648477765, 90.78528448244997, 13.23092451714766)
skewnorm;0.014837204341699717;0.024484688699876495;(-4.154802083805882e-06, 82.39558953689877, 10.660506095662011)
t;0.014790539964722682;0.025171163079793602;(1658.4559472629762, 82.39653220682027, 10.654074408859447)
triang;0.14633234859734917;2.035719984644728e-186;(0.5558185982684916, 37.608216184687805, 83.66333140020194)
tukeylambda;0.014490737243897933;0.030002171618792713;(0.13123663357090015, 82.39949651453935, 7.252307509434914)
vonmises_line;0.09396315112802966;4.098921715587902e-77;(2.2597113904621224, 80.40857328976838, 13.619842325681187)
weibull_max;0.8228405247815757;0.0;(0.25307916347597237, 121.25900296114199, 1.5914125396143286)
